car_num,ct_name,psevdoname,std_kap,std_ppr,std_dep,std_vogi
58177692,Газовые,14-94-1,2027-04-08,2019-03-28,2020-04-08,2023-05-17
58177700,Газовые,14-94-1,2018-05-28,2018-10-02,2021-10-25,2024-10-02
58177718,Газовые,14-94-1,2019-09-25,2018-09-18,2021-09-25,2024-09-18
58177734,Газовые,14-94-1,2018-08-09,2019-05-29,2021-09-24,2024-09-16
58177742,Газовые,14-94-1,2018-07-03,2018-09-30,2021-09-19,2024-09-30
58177759,Газовые,14-94-1,2019-08-25,2018-07-28,2021-09-16,2024-07-28
58177767,Газовые,14-94-1,2018-08-06,2018-05-26,2021-06-04,2024-05-26
58177775,Газовые,14-94-1,2019-02-18,2018-10-13,2021-09-23,2024-09-12
58177791,Газовые,14-94-1,2027-09-27,2019-09-13,2018-11-01,2024-03-19
58177809,Газовые,14-94-1,2018-05-08,2018-07-06,2021-07-15,2024-07-06
58177817,Газовые,14-94-1,2019-04-09,2018-10-04,2021-10-10,2024-10-05
58177825,Газовые,14-94-1,2019-02-26,2018-12-25,2022-01-09,2024-12-26
58178633,Газовые,14-94-1,2028-02-28,2019-03-20,2019-06-06,2024-06-14
58178641,Газовые,14-94-1,2027-11-30,2019-11-20,2019-11-30,2024-01-06
58178658,Газовые,14-94-1,2018-04-29,2020-04-17,2021-04-29,2022-05-07
58178666,Газовые,14-94-1,2027-07-28,2020-04-19,2018-10-13,2024-03-17
58178674,Газовые,14-94-1,2028-01-22,2020-01-16,2020-01-22,2022-02-27
58178682,Газовые,14-94-1,2027-06-21,2020-03-18,2019-12-06,2022-03-27
58178690,Газовые,14-94-1,2027-05-26,2019-05-19,2018-09-03,2023-10-30
58178708,Газовые,14-94-1,2019-03-18,2019-06-15,2021-11-14,2023-05-31
58178716,Газовые,14-94-1,2028-02-18,2020-02-06,2019-06-21,2023-01-15
58178724,Газовые,14-94-1,2019-12-19,2018-12-15,2021-12-19,2023-02-19
58178732,Газовые,14-94-1,2027-08-11,2019-07-27,2019-01-28,2023-09-02
58178740,Газовые,14-94-1,2019-05-30,2018-05-17,2021-05-30,2024-05-14
58178757,Газовые,14-94-1,2028-02-16,2020-02-06,2020-02-16,2024-02-18
58178765,Газовые,14-94-1,2027-10-21,2019-10-13,2019-01-08,2022-03-06
58178773,Газовые,14-94-1,2027-11-17,2019-10-28,2019-11-17,2022-04-04
58178781,Газовые,14-94-1,2027-12-18,2019-11-30,2019-05-27,2022-03-15
58178799,Газовые,14-94-1,2027-04-14,2019-04-01,2019-09-22,2022-05-25
58178807,Газовые,14-94-1,2027-12-21,2019-12-05,2019-02-17,2022-03-28
58178815,Газовые,14-94-1,2027-07-12,2019-07-01,2019-07-09,2023-03-24
58178823,Газовые,14-94-1,2028-01-13,2019-12-27,2020-01-13,2022-03-06
58178831,Газовые,14-94-1,2028-02-07,2020-03-23,2020-02-07,2022-02-23
58178849,Газовые,14-94-1,2028-04-03,2020-03-21,2020-04-03,2022-03-28
58178856,Газовые,14-94-1,2027-03-07,2019-02-28,2018-06-18,2023-08-07
58178864,Газовые,14-94-1,2028-01-17,2020-01-15,2020-01-17,2022-03-13
58178872,Газовые,14-94-1,2028-03-27,2020-03-19,2020-03-27,2024-03-26
58178880,Газовые,14-94-1,2027-10-31,2019-10-05,2019-03-07,2023-10-29
58178898,Газовые,14-94-1,2027-08-11,2020-02-27,2019-05-17,2023-06-09
58178906,Газовые,14-94-1,2028-02-03,2020-01-11,2020-02-03,2024-05-24
58178914,Газовые,14-94-1,2028-01-27,2020-01-08,2020-01-27,2024-02-03
58178922,Газовые,14-94-1,2027-09-16,2019-08-24,2019-09-16,2023-09-13
58178930,Газовые,14-94-1,2027-07-30,2020-02-16,2019-04-08,2024-02-14
58178948,Газовые,14-94-1,2027-04-09,2019-03-27,2018-08-31,2023-09-24
58178955,Газовые,14-94-1,2028-03-07,2020-02-20,2020-03-07,2022-03-02
58178963,Газовые,14-94-1,2027-11-18,2019-11-05,2019-08-13,2023-12-25
58178971,Газовые,14-94-1,2027-06-01,2019-05-17,2019-01-24,2023-10-07
58178989,Газовые,14-94-1,2027-06-27,2019-06-08,2018-09-16,2023-06-09
58178997,Газовые,14-94-1,2027-11-09,2019-10-22,2018-12-06,2022-03-31
58179003,Газовые,14-94-1,2027-09-19,2019-09-15,2019-09-19,2022-01-31
58179011,Газовые,14-94-1,2018-05-13,2020-04-15,2021-05-13,2024-04-29
58179029,Газовые,14-94-1,2018-05-12,2018-05-24,2021-05-12,2022-04-27
58179037,Газовые,14-94-1,2027-04-19,2020-02-04,2019-05-26,2024-01-03
76732320,Химические,12-59-5,2020-04-23,NULL,2019-04-07,NULL
58179045,Газовые,14-94-1,2027-10-08,2018-06-14,2019-08-27,2024-06-14
58179052,Газовые,14-94-1,2028-04-10,2020-03-29,2020-03-20,2024-07-25
58179060,Газовые,14-94-1,2018-09-01,2018-06-10,2021-07-22,2024-06-12
58179078,Газовые,14-94-1,2018-10-19,2018-08-08,2021-08-21,2023-03-04
58179086,Газовые,14-94-1,2018-12-21,2019-11-17,2022-01-26,2023-01-06
58179094,Газовые,14-94-1,2027-05-26,2019-05-04,2018-08-24,2023-10-09
58179102,Газовые,14-94-1,2019-09-22,2018-12-30,2022-01-15,2023-01-23
58179110,Газовые,14-94-1,2018-07-09,2018-06-14,2021-07-01,2024-06-14
58179128,Газовые,14-94-1,2018-07-14,2018-08-19,2021-07-17,2024-08-22
58179136,Газовые,14-94-1,2027-06-30,2019-06-03,2019-10-01,2023-06-29
58179144,Газовые,14-94-1,2027-12-13,2019-11-25,2018-12-14,2022-04-01
58179151,Газовые,14-94-1,2019-11-30,2018-11-23,2021-11-30,2024-11-23
58179169,Газовые,14-94-1,2028-02-28,2020-02-19,2020-02-28,2022-03-14
58179177,Газовые,14-94-1,2027-05-16,2018-11-17,2018-10-07,2024-02-20
58179185,Газовые,14-94-1,2027-12-25,2019-10-29,2019-12-25,2024-02-08
58179193,Газовые,14-94-1,2027-12-13,2019-11-25,2019-03-17,2024-04-20
58179201,Газовые,14-94-1,2027-06-23,2019-06-08,2019-01-22,2023-12-28
58179219,Газовые,14-94-1,2028-01-30,2020-01-19,2019-12-04,2024-06-02
58179235,Газовые,14-94-1,2027-04-06,2020-02-29,2018-11-14,2022-02-05
58179243,Газовые,14-94-1,2018-06-16,2018-08-28,2022-01-09,2024-08-28
58179250,Газовые,14-94-1,2027-10-26,2019-10-05,2019-01-26,2024-08-17
58179268,Газовые,14-94-1,2027-08-30,2019-08-13,2019-01-22,2024-05-31
58179276,Газовые,14-94-1,2018-09-15,2018-07-25,2021-08-13,2024-07-21
58179284,Газовые,14-94-1,2018-12-08,2018-11-11,2021-11-26,2022-11-17
58179292,Газовые,14-94-1,2027-09-21,2019-08-30,2019-09-21,2024-07-15
58179300,Газовые,14-94-1,2018-05-08,2018-10-07,2021-10-12,2024-10-08
58179318,Газовые,14-94-1,2018-11-06,2018-08-17,2021-09-22,2024-08-17
58179326,Газовые,14-94-1,2027-11-02,2019-10-27,2019-11-02,2023-11-03
58179334,Газовые,14-94-1,2019-11-07,2019-01-06,2021-12-15,2025-01-06
58179342,Газовые,14-94-1,2018-09-07,2019-06-04,2021-07-13,2024-06-18
58179359,Газовые,14-94-1,2027-04-18,2020-03-17,2018-07-09,2022-03-20
58179367,Газовые,14-94-1,2018-07-20,2018-06-22,2021-05-31,2024-06-22
58179375,Газовые,14-94-1,2018-08-02,2018-09-22,2021-09-28,2022-11-08
58179383,Газовые,14-94-1,2028-01-13,2019-12-24,2020-01-13,2024-01-09
58179391,Газовые,14-94-1,2027-05-17,2018-08-18,2018-09-17,2024-08-18
58179409,Газовые,14-94-1,2028-02-28,2020-02-16,2019-10-31,2024-06-22
58179417,Газовые,14-94-1,2028-03-26,2020-02-22,2020-03-26,2022-03-07
58179425,Газовые,14-94-1,2028-02-03,2020-01-24,2019-12-27,2024-07-04
58179433,Газовые,14-94-1,2018-11-05,2018-06-22,2021-06-05,2024-06-22
58179441,Газовые,14-94-1,2027-10-31,2019-10-20,2019-03-04,2022-03-08
58179458,Газовые,14-94-1,2019-08-23,2018-09-21,2021-10-01,2024-09-21
58179466,Газовые,14-94-1,2027-12-29,2019-11-01,2019-12-29,2023-12-25
58179474,Газовые,14-94-1,2018-06-05,2018-09-12,2021-09-23,2024-09-12
58179482,Газовые,14-94-1,2019-04-26,2018-09-24,2021-10-02,2024-09-24
58179490,Газовые,14-94-1,2027-11-07,2019-10-30,2019-06-26,2024-01-01
58179508,Газовые,14-94-1,2018-12-03,2018-10-26,2021-08-25,2024-10-26
58179516,Газовые,14-94-1,2019-02-05,2018-05-13,2021-05-28,2024-05-13
58179524,Газовые,14-94-1,2027-11-15,2019-05-30,2018-10-27,2023-11-24
58179532,Газовые,14-94-1,2027-12-09,2019-06-04,2018-12-17,2023-11-11
58179540,Газовые,14-94-1,2028-04-24,2018-05-05,2020-04-24,2024-05-05
58179557,Газовые,14-94-1,2019-07-21,2019-11-08,2021-07-21,2024-07-11
58179565,Газовые,14-94-1,2027-04-17,2019-04-04,2018-07-18,2023-10-05
58179573,Газовые,14-94-1,2027-10-19,2019-09-28,2018-12-14,2024-04-12
58179581,Газовые,14-94-1,2019-11-30,2018-11-16,2021-11-30,2024-11-16
58179599,Газовые,14-94-1,2027-10-20,2019-09-30,2019-05-10,2024-04-28
58179607,Газовые,14-94-1,2028-02-24,2020-02-14,2020-01-12,2022-04-02
58179615,Газовые,14-94-1,2019-03-01,2018-07-27,2021-08-08,2024-07-28
58179623,Газовые,14-94-1,2019-09-09,2018-09-20,2021-09-09,2024-09-20
58183047,Газовые,14-94-1,2027-09-09,2019-08-23,2019-06-24,2023-10-01
58183054,Газовые,14-94-1,2018-08-26,2018-08-12,2021-12-29,2024-08-12
58183062,Газовые,14-94-1,2019-10-04,2018-09-18,2021-10-04,2024-09-18
58183070,Газовые,14-94-1,2018-12-16,2018-10-15,2021-09-25,2024-09-15
58183088,Газовые,14-94-1,2027-06-27,2018-12-26,2020-02-25,2024-12-26
58183450,Газовые,14-94-1,2019-03-15,2018-12-04,2021-12-15,2024-12-04
58183096,Газовые,14-94-1,2019-09-30,2019-01-03,2021-09-30,2023-01-04
58183104,Газовые,14-94-1,2018-07-19,2018-08-12,2021-08-22,2024-08-12
58183112,Газовые,14-94-1,2028-01-29,2020-01-22,2020-01-29,2024-09-09
58183120,Газовые,14-94-1,2027-08-31,2019-08-16,2019-08-31,2023-09-06
58183138,Газовые,14-94-1,2027-10-23,2019-10-12,2019-05-25,2024-05-23
58183146,Газовые,14-94-1,2019-10-13,2018-10-04,2021-10-13,2024-10-04
58183153,Газовые,14-94-1,2019-07-22,2018-10-17,2021-08-21,2024-10-17
58183161,Газовые,14-94-1,2019-05-16,2018-10-25,2021-11-22,2024-10-25
58183179,Газовые,14-94-1,2019-01-27,2018-10-06,2021-09-07,2024-10-06
58183187,Газовые,14-94-1,2018-07-16,2019-02-11,2022-02-27,2023-09-28
58183195,Газовые,14-94-1,2019-12-27,2018-12-21,2021-12-27,2023-02-22
58183203,Газовые,14-94-1,2027-12-05,2019-11-27,2019-12-05,2024-01-10
58183211,Газовые,14-94-1,2018-09-24,2018-10-13,2021-11-11,2024-10-12
58183229,Газовые,14-94-1,2019-01-30,2018-07-25,2021-08-01,2024-07-25
58183237,Газовые,14-94-1,2019-07-13,2018-10-28,2021-11-30,2024-10-28
58183245,Газовые,14-94-1,2018-05-19,2020-04-21,2021-05-19,2024-05-12
58183252,Газовые,14-94-1,2027-12-22,2019-12-08,2019-07-18,2024-06-22
58183260,Газовые,14-94-1,2027-10-20,2019-10-07,2019-07-20,2024-08-08
58183278,Газовые,14-94-1,2019-01-04,2018-10-03,2021-08-26,2024-10-03
58183286,Газовые,14-94-1,2019-09-13,2019-01-17,2022-01-28,2023-03-06
58183294,Газовые,14-94-1,2027-11-22,2019-11-09,2019-06-03,2024-10-20
58183302,Газовые,14-94-1,2027-10-25,2019-06-01,2019-05-27,2024-02-26
58183310,Газовые,14-94-1,2019-07-11,2018-07-02,2021-07-11,2022-11-23
58183328,Газовые,14-94-1,2018-12-20,2018-10-15,2021-08-11,2024-10-02
58183336,Газовые,14-94-1,2019-06-16,2018-09-29,2021-10-14,2024-09-29
58183344,Газовые,14-94-1,2018-08-25,2018-08-05,2021-08-31,2024-08-05
58183351,Газовые,14-94-1,2019-08-08,2018-07-31,2021-08-08,2024-07-31
58183369,Газовые,14-94-1,2019-04-06,2018-09-08,2021-09-23,2023-12-09
58183377,Газовые,14-94-1,2019-06-07,2019-02-01,2022-02-07,2023-09-17
58183385,Газовые,14-94-1,2027-10-07,2019-09-28,2019-05-12,2023-09-30
58183393,Газовые,14-94-1,2019-08-31,2018-10-18,2021-08-31,2024-10-18
58183401,Газовые,14-94-1,2027-06-08,2020-01-28,2019-03-15,2024-10-25
58183419,Газовые,14-94-1,2018-11-25,2018-08-03,2021-08-18,2024-08-04
58183427,Газовые,14-94-1,2019-05-09,2019-02-01,2022-02-06,2023-10-07
58183435,Газовые,14-94-1,2019-05-31,2018-05-14,2021-05-31,2024-05-16
58183443,Газовые,14-94-1,2019-07-18,2019-11-04,2022-02-03,2023-10-14
58183468,Газовые,14-94-1,2028-02-12,2020-01-18,2020-02-12,2023-03-05
58183476,Газовые,14-94-1,2027-07-04,2019-06-27,2019-04-19,2023-11-24
58183484,Газовые,14-94-1,2027-04-07,2019-05-08,2019-02-23,2023-01-28
58183492,Газовые,14-94-1,2027-12-18,2019-11-14,2019-12-18,2023-10-08
58183500,Газовые,14-94-1,2018-05-11,2019-01-16,2022-01-24,2023-01-17
58183518,Газовые,14-94-1,2018-10-22,2018-10-24,2021-10-26,2024-10-24
58183526,Газовые,14-94-1,2027-08-25,2019-08-05,2019-08-25,2023-08-07
58183534,Газовые,14-94-1,2019-09-25,2018-09-17,2021-09-25,2024-09-17
58183542,Газовые,14-94-1,2018-05-29,2018-07-26,2021-08-04,2024-07-27
58183559,Газовые,14-94-1,2018-12-18,2018-11-22,2021-12-01,2022-11-15
58183567,Газовые,14-94-1,2019-01-22,2019-01-24,2021-12-24,2025-01-24
58183575,Газовые,14-94-1,2018-11-12,2018-12-07,2021-12-14,2022-12-15
58183583,Газовые,14-94-1,2019-10-05,2018-09-22,2021-10-05,2024-09-22
58183641,Газовые,14-94-1,2027-12-21,2019-12-11,2019-12-21,2024-05-08
58183658,Газовые,14-94-1,2018-07-30,2018-11-25,2021-12-07,2022-12-03
58183666,Газовые,14-94-1,2019-09-20,2018-12-23,2021-12-28,2023-02-06
58183674,Газовые,14-94-1,2027-05-13,2019-04-18,2020-05-13,2023-12-21
58183682,Газовые,14-94-1,2019-10-10,2018-10-07,2021-10-10,2022-10-28
76732825,Химические,12-59-5,2020-04-24,NULL,2020-04-14,NULL
58183690,Газовые,14-94-1,2019-03-01,2018-07-20,2021-07-29,2024-07-20
58183708,Газовые,14-94-1,2019-01-11,2018-10-12,2021-12-16,2022-10-30
58183716,Газовые,14-94-1,2019-09-05,2018-10-10,2021-09-05,2024-10-10
58183724,Газовые,14-94-1,2018-09-12,2018-07-03,2021-07-11,2024-07-03
58183732,Газовые,14-94-1,2027-09-25,2019-09-07,2018-11-25,2023-12-23
58183740,Газовые,14-94-1,2019-03-30,2018-09-29,2021-10-30,2022-11-03
58183757,Газовые,14-94-1,2019-05-18,2018-09-25,2021-10-07,2024-09-25
58183765,Газовые,14-94-1,2018-05-15,2020-04-26,2021-05-15,2024-05-08
58183773,Газовые,14-94-1,2027-07-31,2019-03-15,2018-10-21,2023-04-16
58177353,Газовые,14-94-1,2019-07-17,2018-08-24,2021-07-17,2024-08-26
58183781,Газовые,14-94-1,2018-06-20,2018-10-08,2021-08-20,2024-10-08
58183799,Газовые,14-94-1,2027-09-30,2017-10-14,2019-09-30,2023-10-15
58183807,Газовые,14-94-1,2019-02-07,2018-10-02,2021-10-21,2024-10-02
58183815,Газовые,14-94-1,2018-05-15,2018-09-27,2021-10-13,2024-09-29
58183823,Газовые,14-94-1,2019-07-21,2018-07-01,2021-07-21,2024-09-03
58183831,Газовые,14-94-1,2019-02-05,2019-01-09,2022-01-15,2022-12-10
58214115,Газовые,19-1851,2025-10-29,2019-09-08,2020-05-25,2019-12-14
58214123,Газовые,19-1851,2026-05-25,2018-05-12,2018-10-27,2020-07-13
58214131,Газовые,19-1851,2024-07-10,2018-07-04,2018-11-16,2020-07-21
58214149,Газовые,19-1851,2025-07-27,2019-07-03,2020-07-31,2019-08-13
58214156,Газовые,19-1851,2025-08-06,2019-08-03,2020-08-12,2021-08-23
58214164,Газовые,19-1851,2025-02-18,2019-01-15,2020-01-25,2019-04-30
58214172,Газовые,19-1851,2024-08-28,2018-05-25,2018-12-22,2020-08-29
58214180,Газовые,19-1851,2025-12-09,2019-11-14,2019-08-28,2021-06-22
58214206,Газовые,19-1851,2026-05-06,2020-04-13,2021-04-24,2020-07-10
58214214,Газовые,19-1851,2025-03-13,2018-08-09,2020-03-17,2021-03-30
58214222,Газовые,19-1851,2024-12-07,2018-11-28,2019-11-30,2019-04-06
58214230,Газовые,19-1851,2026-03-23,2020-03-19,2019-10-26,2020-05-07
58214248,Газовые,19-1851,2025-07-19,2019-06-14,2020-01-14,2019-09-01
58214255,Газовые,19-1851,2024-09-27,2018-08-11,2019-07-30,2020-10-04
58214263,Газовые,19-1851,2024-07-12,2018-06-09,2019-04-11,2020-08-04
58214271,Газовые,19-1851,2026-03-07,2019-10-19,2019-02-12,2020-04-20
58214289,Газовые,19-1851,2025-07-14,2019-03-24,2019-09-17,2019-08-26
58214305,Газовые,19-1851,2025-03-10,2019-01-21,2020-01-28,2019-03-26
58214313,Газовые,19-1851,2024-12-13,2018-11-22,2019-10-27,2021-01-17
58214321,Газовые,19-1851,2024-11-14,2018-10-29,2019-04-03,2021-02-13
58214339,Газовые,19-1851,2024-08-02,2018-07-08,2019-02-07,2020-08-07
58214347,Газовые,19-1851,2024-12-08,2018-11-19,2018-10-16,2021-01-16
58214354,Газовые,19-1851,2024-10-23,2018-10-12,2019-10-19,2019-03-24
58214362,Газовые,19-1851,2026-04-05,2020-03-17,2019-09-29,2020-07-04
58214370,Газовые,19-1851,2025-03-01,2019-01-28,2019-09-11,2021-08-31
58214388,Газовые,19-1851,2025-08-29,2019-07-18,2020-01-26,2019-08-22
58214404,Газовые,19-1851,2025-01-08,2018-09-12,2019-08-08,2021-01-25
58214412,Газовые,19-1851,2024-09-27,2018-09-16,2019-01-07,2020-10-22
58214420,Газовые,19-1851,2024-09-24,2018-08-14,2019-11-01,2020-10-17
58214438,Газовые,19-1851,2025-09-24,2019-09-06,2019-02-08,2019-12-26
57756744,Газовые,11-160-9,2019-07-13,2018-04-14,2022-07-25,2018-04-14
57756751,Газовые,11-160-9,2020-04-16,2020-03-30,2018-10-28,2026-03-30
57756769,Газовые,11-160-9,2020-04-16,2018-04-15,2019-03-08,2018-04-15
57756777,Газовые,11-160-9,2020-04-16,2020-04-05,2018-10-27,2026-04-05
57756785,Газовые,11-160-9,2020-07-17,2018-04-15,2022-10-21,2018-04-15
57756801,Газовые,11-160-9,2020-04-19,2018-04-12,2018-06-20,2018-04-12
57756819,Газовые,11-160-9,2019-09-12,2020-04-09,2022-09-29,2026-04-09
57756827,Газовые,11-160-9,2021-02-12,2020-02-26,2023-03-13,2023-07-31
57756835,Газовые,11-160-9,2020-04-20,2018-04-16,2018-07-20,2018-04-16
57756843,Газовые,11-160-9,2019-03-27,2020-03-28,2022-05-23,2026-03-28
57756850,Газовые,11-160-9,2020-04-19,2020-02-10,2018-05-15,2026-02-10
57756868,Газовые,11-160-9,2020-04-20,2020-04-19,2019-04-17,2026-04-19
57756876,Газовые,11-160-9,2018-08-26,2018-04-17,2022-05-11,2018-04-17
57756884,Газовые,11-160-9,2020-10-19,2018-04-16,2023-01-30,2018-04-16
57756900,Газовые,11-160-9,2020-11-02,2020-03-08,2022-11-02,2026-03-08
57756918,Газовые,11-160-9,2020-07-02,2020-04-01,2022-07-02,2026-04-01
57756926,Газовые,11-160-9,2020-04-21,2018-04-19,2018-08-27,2018-04-19
57756934,Газовые,11-160-9,2020-04-21,2018-04-19,2018-05-25,2018-04-19
57756942,Газовые,11-160-9,2020-04-21,2018-04-19,2018-05-24,2018-04-19
57756959,Газовые,11-160-9,2019-06-08,2020-04-24,2022-09-11,2026-04-24
57756967,Газовые,11-160-9,2020-04-22,2020-04-01,2020-03-16,2026-04-01
57756975,Газовые,11-160-9,2019-05-20,2018-04-19,2022-07-26,2018-04-19
57756983,Газовые,11-160-9,2020-05-18,2020-04-12,2022-07-27,2026-04-12
57757007,Газовые,11-160-9,2020-12-31,2018-04-20,2022-12-31,2018-04-20
57757015,Газовые,11-160-9,2019-01-04,2018-04-20,2022-10-18,2018-04-20
57757023,Газовые,11-160-9,2021-01-31,2018-04-21,2023-01-31,2018-04-21
57757031,Газовые,11-160-9,2020-01-04,2018-04-20,2023-01-14,2018-04-20
58176637,Газовые,14-94-1,2027-08-12,2019-08-02,2019-01-11,2023-11-03
58176645,Газовые,14-94-1,2027-10-25,2019-01-24,2019-07-18,2024-02-19
58176652,Газовые,14-94-1,2019-10-29,2018-11-09,2021-10-29,2024-11-09
58176660,Газовые,14-94-1,2028-03-22,2020-02-24,2020-03-22,2023-03-23
58176678,Газовые,14-94-1,2018-10-17,2018-08-02,2021-08-28,2024-08-02
58176686,Газовые,14-94-1,2027-03-12,2018-08-03,2020-03-12,2023-02-17
58176694,Газовые,14-94-1,2027-11-19,2019-11-05,2019-01-26,2024-01-03
58176702,Газовые,14-94-1,2027-11-16,2019-10-31,2018-12-07,2024-06-16
58176710,Газовые,14-94-1,2028-01-31,2020-01-23,2020-01-31,2024-05-04
58176728,Газовые,14-94-1,2028-03-28,2020-03-11,2019-08-18,2024-10-12
58176736,Газовые,14-94-1,2028-01-19,2019-11-15,2020-01-19,2024-01-10
58176744,Газовые,14-94-1,2019-01-31,2018-10-05,2021-08-06,2024-10-05
58176751,Газовые,14-94-1,2027-08-31,2019-08-06,2019-06-29,2024-02-26
58176769,Газовые,14-94-1,2019-10-15,2018-10-01,2021-10-15,2024-10-01
58176777,Газовые,14-94-1,2019-06-18,2018-12-06,2021-12-10,2023-03-30
58176785,Газовые,14-94-1,2027-01-28,2019-01-19,2019-10-29,2023-03-20
58176793,Газовые,14-94-1,2018-09-15,2018-06-24,2021-07-28,2024-06-24
58176801,Газовые,14-94-1,2027-01-11,2019-01-04,2018-07-09,2022-12-25
58176819,Газовые,14-94-1,2018-08-08,2018-09-22,2021-09-03,2024-09-22
